"enrol_id","foe_code","eftsl","student_contribution","commonwealth_contribution","tuition_amount","enrol_unit"
"82542","090311","2.875","46928.63","3553.50","50482.13",23
"82543","091513","0.375","1666.88","6859.50","8526.38",3
"82544","091513","0.250","1111.25","4573.00","5684.25",2
"82545","080307","0.875","14282.63","1081.50","15364.13",7
"82546","010103","0.125","555.63","1864.38","2420.00",1
"82547","091515","1.125","5000.63","20578.50","25579.13",9
"82548","080311","0.375","6121.13","463.50","6584.63",3
"82549","080311","0.250","4080.75","309.00","4389.75",2
"82550","080303","0.250","4080.75","309.00","4389.75",2
"82551","090901","1.125","18363.38","1390.50","19753.88",9
"82552","010913","0.375","3355.50","6859.50","10215.00",3
"82553","091515","1.000","4445.00","18292.00","22737.00",8
"82554","091515","0.125","555.63","2286.50","2842.13",1
"82555","091515","0.125","555.63","2286.50","2842.13",1
"82556","090305","5.625","91816.88","6952.50","98769.38",45
"82557","091505","0.625","2778.13","11432.50","14210.63",5
"82558","091515","2.750","12223.75","50303.00","62526.75",22
"82559","100700","0.250","4080.75","309.00","4389.75",2
"82560","091901","2.750","44888.25","3399.00","48287.25",22
"82561","099999","1.250","20403.75","1545.00","21948.75",10
"82562","091599","1.000","4445.00","14915.00","19360.00",8
"82563","091513","0.500","2222.50","9146.00","11368.50",4
"82564","080505","2.750","44888.25","3399.00","48287.25",22
"82565","100101","2.500","22370.00","37287.50","59657.50",20
"82566","100101","1.250","11185.00","18643.75","29828.75",10
"82567","100101","2.000","17896.00","29830.00","47726.00",16
"82568","080399","0.375","6121.13","463.50","6584.63",3
"82569","010913","1.250","11185.00","22865.00","34050.00",10
"82570","091599","1.750","7778.75","26101.25","33880.00",14
"82571","091521","1.250","5556.25","18643.75","24200.00",10
"82572","091101","7.250","118341.75","8961.00","127302.75",58
"82573","100101","0.250","2237.00","3728.75","5965.75",2
"82574","100101","0.625","5592.50","9321.88","14914.38",5
"82575","090101","9.375","153028.13","11587.50","164615.63",75
"82576","069903","0.125","2040.38","154.50","2194.88",1
"82577","100101","0.750","6711.00","11186.25","17897.25",6
"82578","100101","2.125","19014.50","31694.38","50708.88",17
"82579","090101","9.500","155068.50","11742.00","166810.50",76
"82580","090101","3.375","55090.13","4171.50","59261.63",27
"82581","091515","0.125","555.63","2286.50","2842.13",1
"82582","091515","0.125","555.63","2286.50","2842.13",1
"82583","091901","0.125","2040.38","154.50","2194.88",1
"82584","091515","0.125","555.63","2286.50","2842.13",1
"82585","091515","0.250","1111.25","4573.00","5684.25",2
"82586","080303","1.625","26524.88","2008.50","28533.38",13
"82587","080307","4.375","71413.13","5407.50","76820.63",35
"82588","091901","0.125","2040.38","154.50","2194.88",1
"82589","081101","0.125","2040.38","154.50","2194.88",1
"82590","081101","0.250","4080.75","309.00","4389.75",2
"82591","081101","0.125","2040.38","154.50","2194.88",1
"82592","090305","3.125","51009.38","3862.50","54871.88",25
"82593","091521","1.125","5000.63","16779.38","21780.00",9
"82594","010101","0.125","555.63","1864.38","2420.00",1
"82595","010101","0.125","555.63","1864.38","2420.00",1
"82596","091515","0.250","1111.25","4573.00","5684.25",2
"82597","091515","0.250","1111.25","4573.00","5684.25",2
"82598","080315","0.250","4080.75","309.00","4389.75",2
"82599","050999","0.625","5592.50","11432.50","17025.00",5
"82600","060113","0.125","1118.50","3799.38","4917.88",1
"82601","069903","3.625","59170.88","4480.50","63651.38",29
"82602","091505","1.625","7223.13","29724.50","36947.63",13
"82603","100101","2.000","17896.00","29830.00","47726.00",16
"82604","100101","2.500","22370.00","37287.50","59657.50",20
"82605","100101","0.750","6711.00","11186.25","17897.25",6
"82606","080505","0.250","4080.75","309.00","4389.75",2
"82607","129999","0.625","10201.88","772.50","10974.38",5
"82608","080505","0.750","12242.25","927.00","13169.25",6
"82609","100101","6.375","57043.50","95083.13","152126.63",51
"82610","091101","4.625","75493.88","5716.50","81210.38",37
"82611","090911","2.125","34686.38","2626.50","37312.88",17
"82612","080301","1.125","18363.38","1390.50","19753.88",9
"82613","091513","0.375","1666.88","6859.50","8526.38",3
"82614","090307","1.250","20403.75","1545.00","21948.75",10
"82615","080505","6.500","106099.50","8034.00","114133.50",52
"82616","081101","0.125","2040.38","154.50","2194.88",1
"82617","099999","0.750","12242.25","927.00","13169.25",6
"82618","010101","2.500","11112.50","37287.50","48400.00",20
"82619","080101","0.250","4080.75","309.00","4389.75",2
"82620","069903","0.125","2040.38","154.50","2194.88",1
"82621","091701","1.125","18363.38","1390.50","19753.88",9
"82622","069903","0.125","2040.38","154.50","2194.88",1
"82623","069903","0.125","2040.38","154.50","2194.88",1
"82624","061300","0.750","6711.00","11186.25","17897.25",6
"82625","040103","0.500","4474.00","7457.50","11931.50",4
"82626","069903","0.125","2040.38","154.50","2194.88",1
"82627","090305","3.250","53049.75","4017.00","57066.75",26
"82628","090311","0.625","10201.88","772.50","10974.38",5
"82629","090305","2.875","46928.63","3553.50","50482.13",23
"82630","091701","5.625","91816.88","6952.50","98769.38",45
"82631","090999","3.375","55090.13","4171.50","59261.63",27
"82632","090399","3.000","48969.00","3708.00","52677.00",24
"82633","091901","0.250","4080.75","309.00","4389.75",2
"82634","010913","0.250","2237.00","4573.00","6810.00",2
"82635","029901","1.875","16777.50","27965.63","44743.13",15
"82636","010913","0.125","1118.50","2286.50","3405.00",1
"82637","100101","0.500","4474.00","7457.50","11931.50",4
"82638","100101","0.250","2237.00","3728.75","5965.75",2
"82639","100101","0.625","5592.50","9321.88","14914.38",5
"82640","100101","0.875","7829.50","13050.63","20880.13",7
"82641","100101","0.500","4474.00","7457.50","11931.50",4
"82642","010913","0.125","1118.50","2286.50","3405.00",1
"82643","080311","0.750","12242.25","927.00","13169.25",6
"82644","080309","1.875","30605.63","2317.50","32923.13",15
"82645","080307","4.875","79574.63","6025.50","85600.13",39
"82646","080309","0.750","12242.25","927.00","13169.25",6
"82647","080399","2.375","38767.13","2935.50","41702.63",19
"82648","091103","2.000","32646.00","2472.00","35118.00",16
"82649","010999","5.125","45858.50","93746.50","139605.00",41
"82650","010303","0.875","7829.50","16005.50","23835.00",7
"82651","090303","2.625","42847.88","3244.50","46092.38",21
"82652","080301","0.375","6121.13","463.50","6584.63",3
"82653","010913","3.125","27962.50","57162.50","85125.00",25
"82654","090399","2.500","40807.50","3090.00","43897.50",20
"82655","091503","1.625","7223.13","29724.50","36947.63",13
"82656","091503","1.000","4445.00","18292.00","22737.00",8
"82657","090307","4.500","73453.50","5562.00","79015.50",36
"82658","091523","8.000","35560.00","119320.00","154880.00",64
"82659","090309","0.875","14282.63","1081.50","15364.13",7
"82660","091103","7.250","118341.75","8961.00","127302.75",58
"82661","090999","11.500","187714.50","14214.00","201928.50",92
"82662","091103","12.250","199956.75","15141.00","215097.75",98
"82663","091505","2.125","9445.63","38870.50","48316.13",17
"82664","091505","1.625","7223.13","29724.50","36947.63",13
"82665","091505","1.000","4445.00","18292.00","22737.00",8
"82666","091505","0.875","3889.38","16005.50","19894.88",7
"82667","091515","0.500","2222.50","9146.00","11368.50",4
"82668","091515","0.875","3889.38","16005.50","19894.88",7
"82669","091701","2.250","36726.75","2781.00","39507.75",18
"82670","091701","2.375","38767.13","2935.50","41702.63",19
"82671","010913","0.500","4474.00","9146.00","13620.00",4
"82672","090399","6.250","102018.75","7725.00","109743.75",50
"82673","090305","7.875","128543.63","9733.50","138277.13",63
"82674","090305","2.250","36726.75","2781.00","39507.75",18
"82675","010101","0.125","555.63","1864.38","2420.00",1
"82676","100101","0.125","1118.50","1864.38","2982.88",1
"82677","090311","2.625","42847.88","3244.50","46092.38",21
"82678","090303","1.750","28565.25","2163.00","30728.25",14
"82679","091703","1.250","20403.75","1545.00","21948.75",10
"82680","100700","8.375","136705.13","10351.50","147056.63",67
"82681","100700","9.000","146907.00","11124.00","158031.00",72
"82682","100701","4.875","79574.63","6025.50","85600.13",39
"82683","030300","0.125","1118.50","2286.50","3405.00",1
"82684","091901","0.250","4080.75","309.00","4389.75",2
"82685","091901","0.250","4080.75","309.00","4389.75",2
"82686","091901","0.125","2040.38","154.50","2194.88",1
"82687","091505","0.750","3333.75","13719.00","17052.75",6
"82688","090305","6.250","102018.75","7725.00","109743.75",50
"82689","090305","8.250","134664.75","10197.00","144861.75",66
"82690","090305","5.125","83655.38","6334.50","89989.88",41
"82691","090305","5.250","85695.75","6489.00","92184.75",42
"82692","090305","2.625","42847.88","3244.50","46092.38",21
"82693","091523","11.625","51673.13","173386.88","225060.00",93
"82694","091523","4.500","20002.50","67117.50","87120.00",36
"82695","090313","2.750","44888.25","3399.00","48287.25",22
"82696","090313","2.000","32646.00","2472.00","35118.00",16
"82697","091503","0.125","555.63","2286.50","2842.13",1
"82698","091503","0.125","555.63","2286.50","2842.13",1
"82699","091503","1.250","5556.25","22865.00","28421.25",10
"82700","091503","0.750","3333.75","13719.00","17052.75",6
"82701","100101","0.375","3355.50","5593.13","8948.63",3
"82702","090309","0.375","6121.13","463.50","6584.63",3
"82703","100101","1.625","14540.50","24236.88","38777.38",13
"82704","090307","3.875","63251.63","4789.50","68041.13",31
"82705","090399","1.375","22444.13","1699.50","24143.63",11
"82706","100700","5.875","95897.63","7261.50","103159.13",47
"82707","091505","0.250","1111.25","4573.00","5684.25",2
"82708","091505","0.625","2778.13","11432.50","14210.63",5
"82709","091515","0.250","1111.25","4573.00","5684.25",2
"82710","091515","0.375","1666.88","6859.50","8526.38",3
"82711","091515","0.250","1111.25","4573.00","5684.25",2
"82712","090399","0.500","8161.50","618.00","8779.50",4
"82713","091515","1.125","5000.63","20578.50","25579.13",9
"82714","010911","0.125","1118.50","2286.50","3405.00",1
"82715","100705","10.625","173431.88","13132.50","186564.38",85
"82716","090313","8.250","134664.75","10197.00","144861.75",66
"82717","091523","6.250","27781.25","93218.75","121000.00",50
"82718","100705","7.250","118341.75","8961.00","127302.75",58
"82719","091599","6.375","28336.88","95083.13","123420.00",51
"82720","091599","5.875","26114.38","87625.63","113740.00",47
"82721","091505","0.125","555.63","2286.50","2842.13",1
"82722","090311","1.250","20403.75","1545.00","21948.75",10
"82723","090303","4.000","65292.00","4944.00","70236.00",32
"82724","090303","3.125","51009.38","3862.50","54871.88",25
"82725","020103","0.125","1118.50","1864.38","2982.88",1
"82726","020100","0.125","1118.50","1864.38","2982.88",1
"82727","091521","0.750","3333.75","11186.25","14520.00",6
"82728","061303","1.375","12303.50","20508.13","32811.63",11
"82729","061307","0.125","1118.50","1864.38","2982.88",1
"82730","080313","0.250","4080.75","309.00","4389.75",2
"82731","050900","1.125","10066.50","20578.50","30645.00",9
"82732","091103","5.500","89776.50","6798.00","96574.50",44
"82733","100101","0.125","1118.50","1864.38","2982.88",1
"82734","091701","1.375","22444.13","1699.50","24143.63",11
"82735","010913","0.125","1118.50","2286.50","3405.00",1
"82736","091515","0.500","2222.50","9146.00","11368.50",4
"82737","091515","0.500","2222.50","9146.00","11368.50",4
"82738","091515","1.000","4445.00","18292.00","22737.00",8
"82739","091515","0.500","2222.50","9146.00","11368.50",4
"82740","090999","3.500","57130.50","4326.00","61456.50",28
"82741","100101","0.875","7829.50","13050.63","20880.13",7
"82742","100101","0.625","5592.50","9321.88","14914.38",5
"82743","090101","5.000","81615.00","6180.00","87795.00",40
"82744","090399","4.250","69372.75","5253.00","74625.75",34
"82745","090399","2.750","44888.25","3399.00","48287.25",22
"82746","091515","0.125","555.63","2286.50","2842.13",1
"82747","091515","0.750","3333.75","13719.00","17052.75",6
"82748","090399","0.625","10201.88","772.50","10974.38",5
"82749","091505","2.250","10001.25","41157.00","51158.25",18
"82750","091701","5.625","91816.88","6952.50","98769.38",45
"82751","091701","6.375","104059.13","7879.50","111938.63",51
"82752","090311","2.250","36726.75","2781.00","39507.75",18
"82753","090101","10.000","163230.00","12360.00","175590.00",80
"82754","090103","7.750","126503.25","9579.00","136082.25",62
"82755","090103","5.375","87736.13","6643.50","94379.63",43
"82756","090399","2.250","36726.75","2781.00","39507.75",18
"82757","091505","1.625","7223.13","29724.50","36947.63",13
"82758","091505","0.375","1666.88","6859.50","8526.38",3
"82759","010913","0.375","3355.50","6859.50","10215.00",3
"82760","019907","1.250","11185.00","22865.00","34050.00",10
"82761","091701","1.750","28565.25","2163.00","30728.25",14
"82762","091901","0.625","10201.88","772.50","10974.38",5
"82763","090305","3.250","53049.75","4017.00","57066.75",26
"82764","090305","4.000","65292.00","4944.00","70236.00",32
"82765","090305","3.875","63251.63","4789.50","68041.13",31
"82766","090305","3.000","48969.00","3708.00","52677.00",24
"82767","061300","0.375","3355.50","5593.13","8948.63",3
"82768","061399","0.125","1118.50","1864.38","2982.88",1
"82769","080313","0.500","8161.50","618.00","8779.50",4
"82770","010905","0.125","1118.50","2286.50","3405.00",1
"82771","091503","1.625","7223.13","29724.50","36947.63",13
"82772","091503","0.125","555.63","2286.50","2842.13",1
"82773","091503","0.250","1111.25","4573.00","5684.25",2
"82774","091503","0.500","2222.50","9146.00","11368.50",4
"82775","091503","0.500","2222.50","9146.00","11368.50",4
"82776","091101","10.375","169351.13","12823.50","182174.63",83
"82777","100101","0.500","4474.00","7457.50","11931.50",4
"82778","090101","6.875","112220.63","8497.50","120718.13",55
"82779","090101","4.750","77534.25","5871.00","83405.25",38
"82780","091505","0.125","555.63","2286.50","2842.13",1
"82781","069903","0.125","2040.38","154.50","2194.88",1
"82782","091599","4.250","18891.25","63388.75","82280.00",34
"82783","091523","5.250","23336.25","78303.75","101640.00",42
"82784","091523","5.625","25003.13","83896.88","108900.00",45
"82785","090313","1.875","30605.63","2317.50","32923.13",15
"82786","091505","0.250","1111.25","4573.00","5684.25",2
"82787","091505","0.375","1666.88","6859.50","8526.38",3
"82788","091505","0.625","2778.13","11432.50","14210.63",5
"82789","091505","0.875","3889.38","16005.50","19894.88",7
"82790","091505","0.875","3889.38","16005.50","19894.88",7
"82791","091515","1.375","6111.88","25151.50","31263.38",11
"82792","091515","0.125","555.63","2286.50","2842.13",1
"82793","091515","0.125","555.63","2286.50","2842.13",1
